record_id,company_name,office_name,phone,company_url,license_number,license_type,city_or_prefecture,address,mhlw_source_url,mhlw_raw_path,page_number,detail_index,collected_at
company-c42aa42b,公益社団法人北海道シルバー人材センター連合会,公益社団法人北海道シルバー人材センター連合会江別市事務所,011-384-3771,,01-ユ-900001,有料職業紹介事業,北海道,北海道江別市錦町3番地5,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C9+++++,data/raw/mhlw/detail-000119-01_ユ_900001.html,6,19,2026-05-22T11:37:50+08:00
company-161a7c31,公益社団法人北海道シルバー人材センター連合会,公益社団法人北海道シルバー人材センター連合会千歳市事務所,0123-26-2277,,01-ユ-900001,有料職業紹介事業,北海道,北海道千歳市本町3丁目11番地,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C10++++,data/raw/mhlw/detail-000120-01_ユ_900001.html,6,20,2026-05-22T11:37:50+08:00
company-238073d6,公益社団法人北海道シルバー人材センター連合会,公益社団法人北海道シルバー人材センター連合会苫小牧市事務所,0144-35-1700,,01-ユ-900001,有料職業紹介事業,北海道,北海道苫小牧市末広町1丁目15番7号,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C11++++,data/raw/mhlw/detail-000121-01_ユ_900001.html,7,1,2026-05-22T11:37:50+08:00
company-7f246c5b,公益社団法人北海道シルバー人材センター連合会,公益社団法人北海道シルバー人材センター連合会滝川市事務所,0125-23-4759,,01-ユ-900001,有料職業紹介事業,北海道,北海道滝川市流通団地3丁目6番22号,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C12++++,data/raw/mhlw/detail-000122-01_ユ_900001.html,7,2,2026-05-22T11:37:50+08:00
company-0e94a7c7,公益社団法人北海道シルバー人材センター連合会,公益社団法人北海道シルバー人材センター連合会帯広市事務所,0155-38-2001,,01-ユ-900001,有料職業紹介事業,北海道,北海道帯広市西13条南2丁目2番地1号,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C13++++,data/raw/mhlw/detail-000123-01_ユ_900001.html,7,3,2026-05-22T11:37:50+08:00
company-f4b13c9a,公益社団法人北海道シルバー人材センター連合会,公益社団法人北海道シルバー人材センター連合会北見市事務所,0157-23-6000,,01-ユ-900001,有料職業紹介事業,北海道,北海道北見市東三輪5丁目1番地16,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C14++++,data/raw/mhlw/detail-000124-01_ユ_900001.html,7,4,2026-05-22T11:37:50+08:00
company-9ee52e15,公益社団法人北海道シルバー人材センター連合会,公益社団法人北海道シルバー人材センター連合会釧路市事務所,0154-44-5755,,01-ユ-900001,有料職業紹介事業,北海道,北海道釧路市弥生2丁目1番33号,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C15++++,data/raw/mhlw/detail-000125-01_ユ_900001.html,7,5,2026-05-22T11:37:50+08:00
company-1cf59442,公益社団法人北海道シルバー人材センター連合会,公益社団法人北海道シルバー人材センター連合会北広島市事務所,011-373-6763,,01-ユ-900001,有料職業紹介事業,北海道,北海道北広島市共栄町3丁目12番地1,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C16++++,data/raw/mhlw/detail-000126-01_ユ_900001.html,7,6,2026-05-22T11:37:50+08:00
company-9ca045d1,公益社団法人北海道シルバー人材センター連合会,公益社団法人北海道シルバー人材センター連合会恵庭市事務所,0123-34-0311,,01-ユ-900001,有料職業紹介事業,北海道,北海道恵庭市桜町3丁目8番18号,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C17++++,data/raw/mhlw/detail-000127-01_ユ_900001.html,7,7,2026-05-22T11:37:50+08:00
company-09fb83eb,公益社団法人北海道シルバー人材センター連合会,公益社団法人北海道シルバー人材センター連合会岩見沢市事務所,0126-24-4255,,01-ユ-900001,有料職業紹介事業,北海道,北海道岩見沢市5条西3丁目1番地1,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C18++++,data/raw/mhlw/detail-000128-01_ユ_900001.html,7,8,2026-05-22T11:37:50+08:00
company-3522e3a9,公益社団法人北海道シルバー人材センター連合会,公益社団法人北海道シルバー人材センター連合会伊達市事務所,0142-23-6448,,01-ユ-900001,有料職業紹介事業,北海道,北海道伊達市山下町146番地8,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C20++++,data/raw/mhlw/detail-000129-01_ユ_900001.html,7,9,2026-05-22T11:37:50+08:00
company-2ff9e4df,公益社団法人北海道シルバー人材センター連合会,公益社団法人北海道シルバー人材センター連合会稚内市事務所,0162-22-1156,,01-ユ-900001,有料職業紹介事業,北海道,北海道稚内市大黒2丁目10番12号,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C21++++,data/raw/mhlw/detail-000130-01_ユ_900001.html,7,10,2026-05-22T11:37:50+08:00
company-d40b8a4f,公益社団法人北海道シルバー人材センター連合会,公益社団法人北海道シルバー人材センター連合会網走市事務所,0152-43-6688,,01-ユ-900001,有料職業紹介事業,北海道,北海道網走市桂町2丁目1番3号,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C22++++,data/raw/mhlw/detail-000131-01_ユ_900001.html,7,11,2026-05-22T11:37:50+08:00
company-ec6bfd40,公益社団法人北海道シルバー人材センター連合会,公益社団法人北海道シルバー人材センター連合会石狩市事務所,0133-64-7771,,01-ユ-900001,有料職業紹介事業,北海道,北海道石狩市新港南1丁目22番地66,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C23++++,data/raw/mhlw/detail-000132-01_ユ_900001.html,7,12,2026-05-22T11:37:50+08:00
company-9b6aee51,公益社団法人北海道シルバー人材センター連合会,公益社団法人北海道シルバー人材センター連合会登別市事務所,0143-88-0880,,01-ユ-900001,有料職業紹介事業,北海道,北海道登別市千歳町3丁目1番地8,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C24++++,data/raw/mhlw/detail-000133-01_ユ_900001.html,7,13,2026-05-22T11:37:50+08:00
company-fc6c9a9d,公益社団法人北海道シルバー人材センター連合会,公益社団法人北海道シルバー人材センター連合会士別市事務所,0165-23-4040,,01-ユ-900001,有料職業紹介事業,北海道,北海道士別市東5条7丁目20番地14,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C25++++,data/raw/mhlw/detail-000134-01_ユ_900001.html,7,14,2026-05-22T11:37:50+08:00
company-2a010d50,公益社団法人北海道シルバー人材センター連合会,公益社団法人北海道シルバー人材センター連合会清水町事務所,0156-62-6058,,01-ユ-900001,有料職業紹介事業,北海道,北海道上川郡清水町南5条6丁目1番地1,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C26++++,data/raw/mhlw/detail-000135-01_ユ_900001.html,7,15,2026-05-22T11:37:50+08:00
company-ed2adaf0,公益社団法人北海道シルバー人材センター連合会,公益社団法人北海道シルバー人材センター連合会七飯町事務所,0138-66-3470,,01-ユ-900001,有料職業紹介事業,北海道,北海道亀田郡七飯町字鶴野229番地2,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C27++++,data/raw/mhlw/detail-000136-01_ユ_900001.html,7,16,2026-05-22T11:37:50+08:00
company-aa9f0db8,公益社団法人北海道シルバー人材センター連合会,公益社団法人北海道シルバー人材センター連合会新ひだか町事務所,0146-43-2800,,01-ユ-900001,有料職業紹介事業,北海道,北海道日高郡新ひだか町静内こうせい町2丁目7番7号,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C28++++,data/raw/mhlw/detail-000137-01_ユ_900001.html,7,17,2026-05-22T11:37:50+08:00
company-b203cc66,公益社団法人北海道シルバー人材センター連合会,公益社団法人北海道シルバー人材センター連合会紋別市事務所,0158-23-7276,,01-ユ-900001,有料職業紹介事業,北海道,北海道紋別市緑町5丁目22番3号,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C29++++,data/raw/mhlw/detail-000138-01_ユ_900001.html,7,18,2026-05-22T11:37:50+08:00
company-84780114,公益社団法人北海道シルバー人材センター連合会,公益社団法人北海道シルバー人材センター連合会当別町事務所,0133-22-4191,,01-ユ-900001,有料職業紹介事業,北海道,北海道石狩郡当別町末広2番地1,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C30++++,data/raw/mhlw/detail-000139-01_ユ_900001.html,7,19,2026-05-22T11:37:50+08:00
company-b78fb978,公益社団法人北海道シルバー人材センター連合会,公益社団法人北海道シルバー人材センター連合会中標津町事務所,0153-79-1234,,01-ユ-900001,有料職業紹介事業,北海道,北海道標津郡中標津町西3条北1丁目5番地1,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C31++++,data/raw/mhlw/detail-000140-01_ユ_900001.html,7,20,2026-05-22T11:37:50+08:00
company-d7243f4f,公益社団法人北海道シルバー人材センター連合会,公益社団法人北海道シルバー人材センター連合会美唄市事務所,0126-66-2468,,01-ユ-900001,有料職業紹介事業,北海道,北海道美唄市西4条南1丁目3番24号,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C32++++,data/raw/mhlw/detail-000141-01_ユ_900001.html,8,1,2026-05-22T11:37:50+08:00
company-ca63f34d,公益社団法人北海道シルバー人材センター連合会,公益社団法人北海道シルバー人材センター連合会富良野市事務所,0167-22-5010,,01-ユ-900001,有料職業紹介事業,北海道,北海道富良野市春日町12番5号,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C33++++,data/raw/mhlw/detail-000142-01_ユ_900001.html,8,2,2026-05-22T11:37:50+08:00
company-52089729,公益社団法人北海道シルバー人材センター連合会,公益社団法人北海道シルバー人材センター連合会余市町事務所,0135-22-7641,,01-ユ-900001,有料職業紹介事業,北海道,北海道余市郡余市町黒川町5丁目22番地,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C34++++,data/raw/mhlw/detail-000143-01_ユ_900001.html,8,3,2026-05-22T11:37:50+08:00
company-9a553293,公益社団法人北海道シルバー人材センター連合会,公益社団法人北海道シルバー人材センター連合会森町事務所,01374-2-0423,,01-ユ-900001,有料職業紹介事業,北海道,北海道茅部郡森町字清澄町3番地1,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C35++++,data/raw/mhlw/detail-000144-01_ユ_900001.html,8,4,2026-05-22T11:37:50+08:00
company-eb9e94a7,公益社団法人北海道シルバー人材センター連合会,公益社団法人北海道シルバー人材センター連合会砂川市事務所,0125-52-4159,,01-ユ-900001,有料職業紹介事業,北海道,北海道砂川市吉野2条南5丁目3番2号,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C36++++,data/raw/mhlw/detail-000145-01_ユ_900001.html,8,5,2026-05-22T11:37:50+08:00
company-b8058f1c,公益社団法人北海道シルバー人材センター連合会,公益社団法人北海道シルバー人材センター連合会長沼町事務所,0123-88-0017,,01-ユ-900001,有料職業紹介事業,北海道,北海道夕張郡長沼町中央南1丁目1番5号,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C37++++,data/raw/mhlw/detail-000146-01_ユ_900001.html,8,6,2026-05-22T11:37:50+08:00
company-fb903de1,公益社団法人北海道シルバー人材センター連合会,公益社団法人北海道シルバー人材センター連合会美深町事務所,01656-2-4060,,01-ユ-900001,有料職業紹介事業,北海道,北海道中川郡美深町西1条北1丁目4番地,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C38++++,data/raw/mhlw/detail-000147-01_ユ_900001.html,8,7,2026-05-22T11:37:50+08:00
company-4c6daaca,公益社団法人北海道シルバー人材センター連合会,公益社団法人北海道シルバー人材センター連合会札幌市北事務所,011-788-6915,,01-ユ-900001,有料職業紹介事業,北海道,北海道札幌市北区北24条西5丁目1番1号,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C39++++,data/raw/mhlw/detail-000148-01_ユ_900001.html,8,8,2026-05-22T11:37:50+08:00
company-a960c7db,三八五流通 株式会社,三八五流通株式会社 夢百貨,0178-71-3851,,02-ユ-300002,有料職業紹介事業,青森県,青森県八戸市江陽２－２０－２６,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=02-%E3%83%A6-300002%2C0+++++,data/raw/mhlw/detail-000149-02_ユ_300002.html,8,9,2026-05-22T11:37:50+08:00
company-6e6ef0a3,株式会社 トゥインクル,株式会社 トゥインクル,0178-32-7310,,02-ユ-300033,有料職業紹介事業,青森県,青森県八戸市根城六丁目２１番２７号,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=02-%E3%83%A6-300033%2C1+++++,data/raw/mhlw/detail-000150-02_ユ_300033.html,8,10,2026-05-22T11:37:50+08:00
company-7025d1ab,株式会社 ケアライフ青森,株式会社 ケアライフ青森 家政婦紹介事業部,017-764-5085,,02-ユ-300037,有料職業紹介事業,青森県,青森県青森市卸町3番5号,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=02-%E3%83%A6-300037%2C1+++++,data/raw/mhlw/detail-000151-02_ユ_300037.html,8,11,2026-05-22T11:37:50+08:00
company-b103473d,株式会社 エンジョブ,株式会社 エンジョブ,0176-51-3440,,02-ユ-300052,有料職業紹介事業,青森県,青森県三沢市中央町二丁目8番地34号 スカイプラザミサワ3F,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=02-%E3%83%A6-300052%2C1+++++,data/raw/mhlw/detail-000152-02_ユ_300052.html,8,12,2026-05-22T11:37:50+08:00
company-c7239dc0,有限会社 ザ・ワーク,有限会社 ザ・ワーク,0173-29-3300,,02-ユ-300053,有料職業紹介事業,青森県,青森県五所川原市大字福山字実吉73番地6,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=02-%E3%83%A6-300053%2C1+++++,data/raw/mhlw/detail-000153-02_ユ_300053.html,8,13,2026-05-22T11:37:50+08:00
company-91e54c15,北日本事業振興協同組合,北日本事業振興協同組合,0172-26-5371,,02-ユ-300056,有料職業紹介事業,青森県,青森県弘前市大字松森町１３０番地１,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=02-%E3%83%A6-300056%2C1+++++,data/raw/mhlw/detail-000154-02_ユ_300056.html,8,14,2026-05-22T11:37:50+08:00
company-03eb0001,菊池 勲,ワンダーテール,0172-27-5145,,02-ユ-300061,有料職業紹介事業,青森県,青森県弘前市大字土手町１３３番地１ 西谷ビル１F,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=02-%E3%83%A6-300061%2C1+++++,data/raw/mhlw/detail-000155-02_ユ_300061.html,8,15,2026-05-22T11:37:50+08:00
company-43068b78,有限会社 大裕,有限会社 大裕,017-752-6566,,02-ユ-300066,有料職業紹介事業,青森県,青森県青森市富田一丁目１７番６号,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=02-%E3%83%A6-300066%2C1+++++,data/raw/mhlw/detail-000156-02_ユ_300066.html,8,16,2026-05-22T11:37:50+08:00
i-d92d87a3,株式会社I・Ｍ・Ｓ,株式会社Ｉ・Ｍ・Ｓ,0172-32-5801,,02-ユ-300067,有料職業紹介事業,青森県,青森県弘前市大字土手町134番地8,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=02-%E3%83%A6-300067%2C1+++++,data/raw/mhlw/detail-000157-02_ユ_300067.html,8,17,2026-05-22T11:37:50+08:00
company-2cba73fa,いかり商事株式会社,いかり商事株式会社 アンカーコネクト,0172-27-7878,,02-ユ-300071,有料職業紹介事業,青森県,青森県弘前市大字境関字亥ノ宮29番地1,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=02-%E3%83%A6-300071%2C1+++++,data/raw/mhlw/detail-000158-02_ユ_300071.html,8,18,2026-05-22T11:37:50+08:00
company-d33cfd88,株式会社ドリーム・ワークス,ドリーム有料職業紹介事業所,0178-80-7156,,02-ユ-300074,有料職業紹介事業,青森県,青森県八戸市大字廿三日町39番地 東奥朝日ワークステーション,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=02-%E3%83%A6-300074%2C1+++++,data/raw/mhlw/detail-000159-02_ユ_300074.html,8,19,2026-05-22T11:37:50+08:00
company-886e1e46,有限会社一関看護婦家政婦紹介所,有限会社一関看護婦家政婦紹介所,0191-23-2505,,03-ユ-050001,有料職業紹介事業,岩手県,岩手県一関市桜木町７番１９号,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=03-%E3%83%A6-050001%2C0+++++,data/raw/mhlw/detail-000160-03_ユ_050001.html,8,20,2026-05-22T11:37:50+08:00
company-c4e506c6,株式会社ツイン,株式会社ツイン,0197-61-6550,,03-ユ-300030,有料職業紹介事業,岩手県,岩手県北上市常盤台1-1-27,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=03-%E3%83%A6-300030%2C1+++++,data/raw/mhlw/detail-000161-03_ユ_300030.html,9,1,2026-05-22T11:37:50+08:00
company-d66f5693,株式会社天正スタッフ,株式会社天正スタッフ,0197-62-6662,,03-ユ-300036,有料職業紹介事業,岩手県,岩手県北上市大通り１丁目3-1北上開発ビル4階,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=03-%E3%83%A6-300036%2C1+++++,data/raw/mhlw/detail-000162-03_ユ_300036.html,9,2,2026-05-22T11:37:50+08:00
company-714c56c7,株式会社 ジュリアン,株式会社 ジュリアン,0197-22-6568,http://www.julian-hiro.co.jp,03-ユ-300057,有料職業紹介事業,岩手県,岩手県奥州市水沢佐倉河字後樋41-1,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=03-%E3%83%A6-300057%2C1+++++,data/raw/mhlw/detail-000163-03_ユ_300057.html,9,3,2026-05-22T11:37:50+08:00
company-92a374a9,一般社団法人 盛の郷,一般社団法人 盛の郷,019-652-3131,,03-ユ-300061,有料職業紹介事業,岩手県,岩手県盛岡市東安庭二丁目12番6号2Ｆ,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=03-%E3%83%A6-300061%2C1+++++,data/raw/mhlw/detail-000164-03_ユ_300061.html,9,4,2026-05-22T11:37:50+08:00
company-75d370f5,株式会社東北銀行,株式会社東北銀行,019-651-6716,,03-ユ-300072,有料職業紹介事業,岩手県,岩手県盛岡市内丸3-1,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=03-%E3%83%A6-300072%2C1+++++,data/raw/mhlw/detail-000165-03_ユ_300072.html,9,5,2026-05-22T11:37:50+08:00
company-1ee48cd5,株式会社北日本銀行,株式会社北日本銀行,019-653-1111,,03-ユ-300074,有料職業紹介事業,岩手県,岩手県盛岡市中央通1-6-7 本店２階,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=03-%E3%83%A6-300074%2C1+++++,data/raw/mhlw/detail-000166-03_ユ_300074.html,9,6,2026-05-22T11:37:50+08:00
company-4a945c4a,新高電気 株式会社,新高電気 株式会社,0198-23-5211,,03-ユ-300084,有料職業紹介事業,岩手県,岩手県花巻市大通り一丁目４番１５号,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=03-%E3%83%A6-300084%2C1+++++,data/raw/mhlw/detail-000167-03_ユ_300084.html,9,7,2026-05-22T11:37:50+08:00
company-fb42adec,株式会社パソナ東北創生,株式会社パソナ東北創生 釜石事務所,080-4402-5516,https://pasonatohokusousei.com/,03-ユ-300095,有料職業紹介事業,岩手県,岩手県釜石市只越町２丁目１－５ サンハイムかりや１０２号室,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=03-%E3%83%A6-300095%2C1+++++,data/raw/mhlw/detail-000168-03_ユ_300095.html,9,8,2026-05-22T11:37:50+08:00
company-04ed596b,クラリスアート株式会社,クラリスアート株式会社,019-681-3838,,03-ユ-300100,有料職業紹介事業,岩手県,岩手県盛岡市盛岡駅前通１５番１８号 Ｌａｖｉｅビル５０１、５０４,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=03-%E3%83%A6-300100%2C1+++++,data/raw/mhlw/detail-000169-03_ユ_300100.html,9,9,2026-05-22T11:37:50+08:00
company-bf07536f,ディスカバリー株式会社,ディスカバリー株式会社,0197-62-4775,,03-ユ-300104,有料職業紹介事業,岩手県,岩手県北上市上野町一丁目２番２１号 上野町貸テナント２０１号室,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=03-%E3%83%A6-300104%2C1+++++,data/raw/mhlw/detail-000170-03_ユ_300104.html,9,10,2026-05-22T11:37:50+08:00
company-41b2913c,有限会社あけぼの介護センター,有限会社あけぼの介護センター,022-796-6360,,04-ユ-010055,有料職業紹介事業,宮城県,宮城県仙台市青葉区中江一丁目13番11号,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-010055%2C1+++++,data/raw/mhlw/detail-000171-04_ユ_010055.html,9,11,2026-05-22T11:37:50+08:00
company-f7451b31,有限会社岡本看護婦家政婦紹介所,有限会社岡本看護婦家政婦紹介所,0229-22-1057,,04-ユ-040001,有料職業紹介事業,宮城県,宮城県大崎市古川中里一丁目8番15号,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-040001%2C1+++++,data/raw/mhlw/detail-000172-04_ユ_040001.html,9,12,2026-05-22T11:37:50+08:00
company-7f9da412,菅原 清香,サンライズ観光バスガイド紹介所,0226-46-4148,,04-ユ-080002,有料職業紹介事業,宮城県,宮城県本吉郡南三陸町入谷字押舘93-3,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-080002%2C1+++++,data/raw/mhlw/detail-000173-04_ユ_080002.html,9,13,2026-05-22T11:37:50+08:00
company-ba9ac488,株式会社佐々啓,株式会社佐々啓,022-225-3424,,04-ユ-300002,有料職業紹介事業,宮城県,宮城県仙台市青葉区宮町三丁目8番16号,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300002%2C1+++++,data/raw/mhlw/detail-000174-04_ユ_300002.html,9,14,2026-05-22T11:37:50+08:00
company-146a49cb,東北重機工事株式会社,東北重機工事株式会社,022-364-2120,,04-ユ-300015,有料職業紹介事業,宮城県,宮城県塩竈市北浜四丁目14番60号,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300015%2C1+++++,data/raw/mhlw/detail-000175-04_ユ_300015.html,9,15,2026-05-22T11:37:50+08:00
company-32ac64fd,株式会社あずみ,株式会社あずみ,0224-55-1881,,04-ユ-300031,有料職業紹介事業,宮城県,宮城県柴田郡柴田町船岡中央2-13-5,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300031%2C1+++++,data/raw/mhlw/detail-000176-04_ユ_300031.html,9,16,2026-05-22T11:37:50+08:00
company-8ae7afeb,有限会社ヒューマンリンクス,有限会社ヒューマンリンクス,0220-29-5382,,04-ユ-300094,有料職業紹介事業,宮城県,宮城県登米市米山町西野字上小路裏20番地,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300094%2C1+++++,data/raw/mhlw/detail-000177-04_ユ_300094.html,9,17,2026-05-22T11:37:50+08:00
company-adf47fe9,株式会社エキスパートエージェンシー,株式会社エキスパートエージェンシー,022-352-0511,http://www.expert-agency.com/,04-ユ-300097,有料職業紹介事業,宮城県,宮城県仙台市宮城野区榴岡2丁目1番地15号 大内ビル5階,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300097%2C1+++++,data/raw/mhlw/detail-000178-04_ユ_300097.html,9,18,2026-05-22T11:37:50+08:00
