记录ID,公司名称,联系人,职位,邮箱,电话,联系表单链接,公司官网,基础来源URL,厚生劳动省来源URL,许可证号,许可类型,城市或都道府县,专业领域,业务分类,猎头匹配度,猎头匹配理由,证据关键词,验证状态,可信度,来源访问时间,备注,邮箱或表单证据URL,邮箱或表单证据原始路径,邮箱补充状态
company-5d765acd,有限会社 コミュニティ,,,community2004-1@community2004.com,0158-24-6522,https://community2004.jp/contact/,https://community2004.jp,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300520%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300520%2C1+++++,01-ユ-300520,有料職業紹介事業,北海道,全行业,recruitment_agency,exclude,"Company's core business is elderly care (介護事業) and Specified Skilled Worker placement for the care industry, not headhunting/recruiting",有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T10:12:25+08:00,"Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Found public business email community2004-1@community2004.com on the about page of official site community2004.jp. Company identity confirmed by matching name, address (北海道紋別市大山町1丁目36番14号), and phone (0158-24-6522) with MHLW data. Contact form also available at /contact/. Main business is nursing/elderly care (介護) and foreign specified skilled worker placement for care industry.",https://community2004.jp/about-us/,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-101225/raw/agents/agent-035/company-5d765acd-about.txt,agent_email_found
company-3620cec6,株式会社 １３１,,,,011-612-0131,https://131.co.jp/contact/,https://131.co.jp/,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300530%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300530%2C1+++++,01-ユ-300530,有料職業紹介事業,北海道,全行业,recruitment_agency,medium,"Company website confirms 人材紹介事業 (job placement/introduction) as core business, a general recruitment signal; no headhunting/executive-search keywords found",有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T10:12:25+08:00,"Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: No public email on official site. Contact form at https://131.co.jp/contact/ is the sole inquiry channel. Identity confirmed via matching phone 011-612-0131, address, and MHLW license 01-ユ-300530.",https://131.co.jp/contact/,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-101225/raw/agents/agent-036/company-3620cec6-contact.txt,agent_contact_form_found
company-5a4c7851,エイトカラーファームズ 株式会社,,,,0145-47-7811,,,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300532%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300532%2C1+++++,01-ユ-300532,有料職業紹介事業,北海道,全行业,recruitment_agency,exclude,Horse breeding farm (生産牧場) confirmed via IBBA; agricultural business not headhunting.,有料職業紹介事業; 厚生労働省,mhlw_verified,medium,2026-05-22T10:12:25+08:00,"Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Company identity confirmed via MHLW license page (license 01-ユ-300532). IBBA page confirms horse breeding (生産牧場) as primary business. No official website, email, or contact form discoverable through public search despite checking MHLW and IBBA evidence pages.","https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300532,1+++++",/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-101225/raw/agents/agent-037/company-5a4c7851-mhlw2.txt,agent_not_found
company-9cd356d0,おかげさまカンパニー 株式会社,,,,090-7513-8862,,,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300533%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300533%2C1+++++,01-ユ-300533,有料職業紹介事業,北海道,全行业,recruitment_agency,high,Company name '副社長バンク' (Vice President Bank) directly signals executive search/headhunting for C-suite/VP positions,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T10:12:25+08:00,"Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Company changed name from おかげさまカンパニー to 副社長バンク株式会社 on 2025-12-09. Extensive search via Dokobot (MHLW, alarmbox, gBizINFO, Google search, Yahoo Maps, G-Search) found no public website, email, or contact form. Company has MHLW 有料職業紹介事業 license 01-ユ-300533, confirming paid employment placement. Company name '副社長バンク' clearly indicates headhunting/executive search positioning.",https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300533%2C1+++++,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-101225/raw/agents/agent-038/company-9cd356d0-mhlw.txt,agent_not_found
company-c86446a0,千歳相互観光バス 株式会社,,,,011-377-8811,http://www.chitose-bus.co.jp/inquiry/,http://www.chitose-bus.co.jp/,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300543%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300543%2C1+++++,01-ユ-300543,有料職業紹介事業,北海道,全行业,recruitment_agency,exclude,"Official website shows only bus transportation (route/charter) as core business; recruitment is for bus drivers and maintenance staff, not headhunting/placement services.",有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T10:12:25+08:00,"Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Found official website http://www.chitose-bus.co.jp/ with matching company name, phone (011-377-8811), and address (北海道北広島市輪厚431番3). Contact form at /inquiry/ confirmed. No public email published. Company is a bus operator -- exclude based on driving/transportation vertical.",http://www.chitose-bus.co.jp/inquiry/,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-101225/raw/agents/agent-039/company-c86446a0-inquiry.txt,agent_contact_form_found
company-2dc50941,特定非営利活動法人 北海道ＮＰＯサポートセンター,,,info@hnposc.net,070-5289-4135,https://hnposc.net/contact,https://hnposc.net/,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300547%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300547%2C1+++++,01-ユ-300547,有料職業紹介事業,北海道,全行业,recruitment_agency,low,"MHLW paid placement license only; main business is NPO intermediary support, not headhunting or recruiting",有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T10:12:25+08:00,Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Official website hnposc.net confirmed via MHLW detail page. Public email info@hnposc.net and contact form at /contact visible on homepage footer. Company is an NPO supporting other NPOs; no headhunting/executive-search positioning found.,https://hnposc.net/,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-101225/raw/agents/agent-040/company-2dc50941-hnposc.txt,agent_email_found
company-4a4935ac,株式会社ＭＩＫ,,,,011-299-7361,https://www.mik-s.jp/contact,https://www.mik-s.jp/,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300554%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300554%2C1+++++,01-ユ-300554,有料職業紹介事業,北海道,全行业,recruitment_agency,medium,"Has paid placement license (有料職業紹介) and human solution positioning, but primarily engineer dispatch (労働者派遣) staffing business",有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T10:12:25+08:00,"Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Company identity confirmed via phone 011-299-7361, license 01-ユ-300554, and address match on mik-s.jp/gaiyou. No email published; public contact form at /contact is the official inquiry channel. Primary business is engineer staffing/dispatch with secondary paid placement services.",https://www.mik-s.jp/gaiyou,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-101225/raw/agents/agent-041/company-4a4935ac-gaiyou.txt,agent_contact_form_found
company-fda78e37,株式会社 ガロード,,,,0155-67-8961,https://www.garoad.com/contact/,https://www.garoad.com/,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300555%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300555%2C1+++++,01-ユ-300555,有料職業紹介事業,北海道,全行业,recruitment_agency,low,"MHLW paid placement license present, but official website shows primary business as agriculture/ranching/meat; no headhunting or executive search keywords found.",有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T10:12:25+08:00,Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Official website confirmed at garoad.com matching MHLW address and phone. Contact form found at /contact/. No public email published on any page. Company operates as a registered support organization for specified skilled workers (19登-002494) but this is secondary to agricultural main business. Hunter_likelihood set to low: MHLW license exists but no active headhunting/recruiting positioning on public site.,https://www.garoad.com/contact/,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-101225/raw/agents/agent-042/company-fda78e37-contact.txt,agent_contact_form_found
company-57e0da4d,株式会社 ドリーム,,,,011-381-3299,,http://dream-hg.com/dream/,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300564%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300564%2C1+++++,01-ユ-300564,有料職業紹介事業,北海道,全行业,recruitment_agency,exclude,"official site documents 人材派遣 (temp staffing/dispatch) as primary business, an excluded non-headhunter vertical",有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T10:12:25+08:00,"Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Confirmed official site via dream-hg.com/dream/ with matching address (江別市工栄町8-11 ニホンフラッシュ敷地内倉) and phone (011-381-3299) from MHLW. No public email or contact form found on any site page. Business is 人材派遣, 運送, 請負, not headhunting.",http://dream-hg.com/dream/,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-101225/raw/agents/agent-043/company-57e0da4d-dreamhg.txt,agent_official_site_found_no_contact
company-f98f87c1,北日本産業 株式会社,,,,0144-51-6888,https://career-work.jp/inq/index.html,https://career-work.jp,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300569%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300569%2C1+++++,01-ユ-300569,有料職業紹介事業,北海道,全行业,recruitment_agency,exclude,"Company mainly operates security guard services and general worker dispatching/temp staffing, both exclusion verticals",有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T10:12:25+08:00,"Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Contact form found at career-work.jp/inq/index.html. Company identity confirmed by matching name, phone (0144-51-6888), and Tomakomai address from MHLW. No public email published on site.",https://career-work.jp/company/index.html,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-101225/raw/agents/agent-044/company-f98f87c1-company.txt,agent_contact_form_found
company-b67942cb,フロンティアパートナーＦＡＳ 株式会社,,,info@frontierpartner.jp,070-6605-0508,https://frontierpartner.jp/inquiry/,https://frontierpartner.jp/,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300570%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300570%2C1+++++,01-ユ-300570,有料職業紹介事業,北海道,全行业,recruitment_agency,low,"MHLW license proves paid placement, but public website primarily shows financial/M&A advisory, no headhunting positioning found",有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T10:12:25+08:00,Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Company confirmed as part of Frontier Partner Group at frontierpartner.jp. Group page lists フロンティアパートナーFAS株式会社 with same address as MHLW (帯広市西7条南6丁目1番地4). Contact form and email info@frontierpartner.jp confirmed on inquiry page.,https://frontierpartner.jp/inquiry/,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-101225/raw/agents/agent-045/company-b67942cb-inquiry.txt,agent_email_found
company-8e30d72a,株式会社 池内システムサービス,,,,011-211-6185,https://www.ikeuchigroup.com/contact/,https://iss.ikeuchigroup.com/,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300581%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300581%2C1+++++,01-ユ-300581,有料職業紹介事業,北海道,全行业,recruitment_agency,exclude,"Human resource division specializes in Specified Skilled Worker placements for building cleaning, accommodation, food service, food manufacturing, agriculture",有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T10:12:25+08:00,"Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Official site iss.ikeuchigroup.com confirmed company name, phone 011-211-6185, license 01-ユ-300581 matching MHLW. Contact form at group site www.ikeuchigroup.com/contact/. Human resource page confirms Specified Skilled Worker placement focus.",https://www.ikeuchigroup.com/contact/,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-101225/raw/agents/agent-046/company-8e30d72a-contact.txt,agent_contact_form_found
company-d673e07a,株式会社 トーホーエンジニアリング,,,,011-837-8010,https://www.toho-engineering.jp/pages/5/,https://www.toho-engineering.jp/,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300590%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300590%2C1+++++,01-ユ-300590,有料職業紹介事業,北海道,全行业,recruitment_agency,low,"Company primarily operates as a civil engineering consultant (建設コンサルタント); MHLW paid placement license is supplementary, no headhunting/recruiting agency positioning on official site.",有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T10:12:25+08:00,"Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Official website confirmed by matching company name, phone (011-837-8010), and address. Contact form page exists at /pages/5/ but displays 'temporarily unavailable' message. No public email found.",https://www.toho-engineering.jp/pages/5/,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-101225/raw/agents/agent-047/company-d673e07a-contact.txt,agent_contact_form_found
company-6f9ee6f7,株式会社 ｋａｎｐｒｏ‐ｗｏｒｋ,,,,011-676-4378,,,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300591%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300591%2C1+++++,01-ユ-300591,有料職業紹介事業,北海道,全行业,recruitment_agency,exclude,"人材派遣業 (temp staffing/dispatch) for light work/sorting as 派遣社員, no headhunting/executive search signal",有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T10:12:25+08:00,Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Checked the company's official recruitment site (s4263-2923.saiyo-kakaricho.com) and MHLW listing. Company name and phone (011-676-4378) match. No public email or contact form was found. The related entity 合同会社KANPRO at the same address has a contact form but is a different legal entity.,https://s4263-2923.saiyo-kakaricho.com/entry/offer/detail/912848,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-101225/raw/agents/agent-048/company-6f9ee6f7-job1.txt,agent_not_found
company-307b6ad9,株式会社 かんだ,,,info@kanda-touki.com,0138-43-5000,https://kanda-touki.com/contact/,https://kanda-touki.com/,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300602%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300602%2C1+++++,01-ユ-300602,有料職業紹介事業,北海道,全行业,recruitment_agency,low,MHLW license only proves paid placement capability; official site shows main business is tableware/kitchen supplies (業務用食器・厨房機器) with no headhunting or recruiting positioning.,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T10:12:25+08:00,Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Email info@kanda-touki.com confirmed on official company page kanda-touki.com/company/. Site identity verified by exact address match (函館市亀田本町61番14号) and phone match (0138-43-5000) with MHLW license record. Contact form also available at kanda-touki.com/contact/.,https://kanda-touki.com/company/,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-101225/raw/agents/agent-049/company-307b6ad9-kanda-touki-company.txt,agent_email_found
company-3ef9383d,坂口 眞一,,,,090-1647-6161,https://kosei-hakodate.com/#contact,https://kosei-hakodate.com/,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300605%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300605%2C1+++++,01-ユ-300605,有料職業紹介事業,北海道,全行业,recruitment_agency,exclude,"Business name includes '派遣' (dispatch/temp staffing) with general temp staffing services (moving, cleaning, warehouse, agricultural)",有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T10:12:25+08:00,"Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Official company website kosei-hakodate.com confirmed via MHLW identity match (same representative, phone, address, license). Contact form found on site. No public email displayed. Dispatch/temp staffing vertical per name and services.",https://kosei-hakodate.com/,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-101225/raw/agents/agent-050/company-3ef9383d-website.txt,agent_contact_form_found
company-1feaf1c3,株式会社 エス・イー・ジャパン,,,,011-577-1396,https://www.campus-add.com/contact,https://www.campus-add.com,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300607%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300607%2C1+++++,01-ユ-300607,有料職業紹介事業,北海道,全行业,recruitment_agency,medium,"Company operates job-hunting support (就活支援), recruitment support (採用支援), and paid placement (有料職業紹介); no headhunting or executive search keywords found.",有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T10:12:25+08:00,"Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Confirmed company identity via MHLW license match on Campus Add company page (same license 01-ユ-300607, same address, same phone). Official company website is campus-add.com. Contact page has an inquiry form.",https://www.campus-add.com/company,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-101225/raw/agents/agent-051/company-1feaf1c3-campus-add.txt,agent_contact_form_found
company-b2f6580c,株式会社 ギヤサポート,,,,0155-29-2126,,https://gearobihiro.jbplt.jp/,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300621%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300621%2C1+++++,01-ユ-300621,有料職業紹介事業,北海道,全行业,recruitment_agency,exclude,"dispatch/temp staffing (労働者派遣事業) for blue-collar jobs in agriculture, warehouse, and light manufacturing; listed under exclude per dispatch/temp staffing guidance",有料職業紹介事業; 厚生労働省,mhlw_verified,medium,2026-05-22T10:12:25+08:00,"Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: MHLW, en-gage, and company website (gearobihiro.jbplt.jp, currently 503) all confirm identity. No public email or contact form found on any checked page. Company is a temp-staffing/dispatch agency for blue-collar agriculture/warehouse/manufacturing positions.",https://en-gage.net/nadachi0155_saiyo/,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-101225/raw/agents/agent-052/company-b2f6580c-engage.txt,agent_not_found
company-9ff1c8b1,株式会社 ミュートネット,,,,0138-66-2201,https://forms.gle/Pp4fXNPFkDkYTRnU9,https://www.mutenet.co.jp/,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300639%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300639%2C1+++++,01-ユ-300639,有料職業紹介事業,北海道,全行业,recruitment_agency,low,"MHLW paid placement license only; main business is IT services (IT consulting, system development, web) not headhunting",有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T10:12:25+08:00,"Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: No public email found. Contact form is a Google Form (創りました 株式会社ミュートネット | お問い合わせ) linked from official site as primary contact. Profile page confirms company identity via name, phone (0138-66-2201), license (01-ユ-300639), and address.",https://www.mutenet.co.jp/profile/,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-101225/raw/agents/agent-053/company-9ff1c8b1-mutenet-profile.txt,agent_contact_form_found
company-df28e5dc,株式会社 一寸房,,,info@issun.jp,011-215-0127,https://issun.jp/contact/,https://issun.jp/,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300641%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300641%2C1+++++,01-ユ-300641,有料職業紹介事業,北海道,全行业,recruitment_agency,exclude,"Company is primarily an architectural design firm (一級建築士事務所), not a headhunting/recruiting business",有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T10:12:25+08:00,"Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Official website issun.jp confirmed via company name, phone (011-215-0127), and address matching MHLW. Public email info@issun.jp found in privacy policy section. Contact form also available at /contact/. MHLW license is ancillary to core architecture/design business.",https://issun.jp/company/,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-101225/raw/agents/agent-054/company-df28e5dc-issun-company.txt,agent_email_found
company-35deb070,株式会社 Ｓ．Ｉ．Ｃ,,,info@obihiro-sic.com,0155-66-6475,https://obihiro-sic.com/enterprise/,https://obihiro-sic.com/,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300642%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300642%2C1+++++,01-ユ-300642,有料職業紹介事業,北海道,全行业,recruitment_agency,exclude,"Company is primarily a dispatch/temp staffing agency (派遣会社) with no headhunting/executive search positioning; evidence from official site shows temp staffing, forklift, care, and light-industrial jobs.",有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T10:12:25+08:00,"Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Email info@obihiro-sic.com found publicly listed in official privacy policy. Contact form also available at /enterprise/. Company identity confirmed via matching phone (0155-66-6475), address, and MHLW license on official site. Company positions as a temp dispatch agency, not headhunter.",https://obihiro-sic.com/privacy-policy/,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-101225/raw/agents/agent-055/company-35deb070-privacy.txt,agent_email_found
company-27caec90,荒井 輝夫,,,info@ta-yokusuru.com,080-4395-4246,https://ta-yokusuru.com/contact/,https://ta-yokusuru.com/,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300655%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300655%2C1+++++,01-ユ-300655,有料職業紹介事業,北海道,全行业,recruitment_agency,medium,"Positioned as hotel-industry 人材紹介/転職支援/転職エージェント; general recruitment signals, no executive-search or headhunting keywords.",有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T10:12:25+08:00,"Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: MHLW page confirmed trading name T&A YOKUSURU under operator 荒井 輝夫. Official website ta-yokusuru.com verified via MHLW link reference, matching address, phone, and license number. Company page publicly lists info@ta-yokusuru.com. Contact form also available at /contact/.",https://ta-yokusuru.com/company/,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-101225/raw/agents/agent-056/company-27caec90-company.txt,agent_email_found
company-fcf7fbfb,株式会社 キャリアパートナー,,,,011-200-0108,,,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300665%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300665%2C1+++++,01-ユ-300665,有料職業紹介事業,北海道,全行业,recruitment_agency,exclude,"All jobs are temp staffing/dispatch (haken) roles: hotel cleaning, warehouse sorting, data entry, food manufacturing; no headhunting/recruiting signals",有料職業紹介事業; 厚生労働省,mhlw_verified,medium,2026-05-22T10:12:25+08:00,"Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: No official website found despite checking MHLW, saiyo.page, baitoru.com, alarmbox.jp, gBizINFO, and Google search. Company operates as temp staffing/dispatch agency. gBizINFO and alarmbox.jp both confirm no registered corporate URL or contact email.",https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300665%2C1+++++,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-101225/raw/agents/agent-057/company-fcf7fbfb-mhlw.txt,agent_not_found
