record_id,company_name,contact_name,title,email,phone,contact_form_url,company_url,source_url,mhlw_source_url,license_number,license_type,city_or_prefecture,specialization,classification,hunter_likelihood,hunter_likelihood_reason,evidence_keywords,verification_status,confidence,source_accessed_at,notes
company-39ea4c32,株式会社オガワ企画,,,,022-347-1232,,,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300118%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300118%2C1+++++,04-ユ-300118,有料職業紹介事業,宮城県,全行业,recruitment_agency,low,MHLW only proves a paid occupational placement license; headhunter positioning is not confirmed yet.,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,Contact phone sourced from MHLW public occupational placement business detail page.
company-58776e1f,株式会社中田無線,,,,0220-34-6109,,,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300125%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300125%2C1+++++,04-ユ-300125,有料職業紹介事業,宮城県,全行业,recruitment_agency,low,MHLW only proves a paid occupational placement license; headhunter positioning is not confirmed yet.,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,Contact phone sourced from MHLW public occupational placement business detail page.
company-2e3e8cbd,株式会社福祉工房,,,,022-727-8820,,,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300132%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300132%2C1+++++,04-ユ-300132,有料職業紹介事業,宮城県,全行业,recruitment_agency,low,MHLW only proves a paid occupational placement license; headhunter positioning is not confirmed yet.,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,Contact phone sourced from MHLW public occupational placement business detail page.
company-6377e2d7,ジャパンビルシステム株式会社,,,,0225-93-3243,,,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300147%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300147%2C1+++++,04-ユ-300147,有料職業紹介事業,宮城県,全行业,recruitment_agency,low,MHLW only proves a paid occupational placement license; headhunter positioning is not confirmed yet.,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,Contact phone sourced from MHLW public occupational placement business detail page.
company-f1d24d61,株式会社清建,,,,0220-22-7085,,,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300162%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300162%2C1+++++,04-ユ-300162,有料職業紹介事業,宮城県,全行业,recruitment_agency,low,MHLW only proves a paid occupational placement license; headhunter positioning is not confirmed yet.,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,Contact phone sourced from MHLW public occupational placement business detail page.
company-fa3ecf75,アンデックス株式会社,,,,022-397-7988,,,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300201%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300201%2C1+++++,04-ユ-300201,有料職業紹介事業,宮城県,全行业,recruitment_agency,low,MHLW only proves a paid occupational placement license; headhunter positioning is not confirmed yet.,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,Contact phone sourced from MHLW public occupational placement business detail page.
company-7fe3b345,株式会社ミライズＰｒｏ,,,,022-302-4655,,,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300221%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300221%2C1+++++,04-ユ-300221,有料職業紹介事業,宮城県,全行业,recruitment_agency,low,MHLW only proves a paid occupational placement license; headhunter positioning is not confirmed yet.,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,Contact phone sourced from MHLW public occupational placement business detail page.
company-637c87eb,株式会社ＹＳ ｄｉａｇｒａｍ,,,,022-290-6900,,,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300223%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300223%2C1+++++,04-ユ-300223,有料職業紹介事業,宮城県,全行业,recruitment_agency,low,MHLW only proves a paid occupational placement license; headhunter positioning is not confirmed yet.,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,Contact phone sourced from MHLW public occupational placement business detail page.
company-54c6be2c,株式会社ケーユーケー,,,,022-766-9915,,,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300230%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300230%2C1+++++,04-ユ-300230,有料職業紹介事業,宮城県,全行业,recruitment_agency,low,MHLW only proves a paid occupational placement license; headhunter positioning is not confirmed yet.,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,Contact phone sourced from MHLW public occupational placement business detail page.
company-231747f5,株式会社人事・教育サービス,,,,022-226-7255,,,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300231%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300231%2C1+++++,04-ユ-300231,有料職業紹介事業,宮城県,全行业,recruitment_agency,low,MHLW only proves a paid occupational placement license; headhunter positioning is not confirmed yet.,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,Contact phone sourced from MHLW public occupational placement business detail page.
company-92ad0f25,株式会社ナラティブ,,,,022-711-5038,,,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300253%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300253%2C1+++++,04-ユ-300253,有料職業紹介事業,宮城県,全行业,recruitment_agency,low,MHLW only proves a paid occupational placement license; headhunter positioning is not confirmed yet.,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,Contact phone sourced from MHLW public occupational placement business detail page.
company-fb1f76e1,株式会社アオバワークス,,,,022-355-9234,,,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300255%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300255%2C1+++++,04-ユ-300255,有料職業紹介事業,宮城県,全行业,recruitment_agency,low,MHLW only proves a paid occupational placement license; headhunter positioning is not confirmed yet.,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,Contact phone sourced from MHLW public occupational placement business detail page.
company-4b808804,株式会社ニア,,,,022-342-0008,,,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300273%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300273%2C1+++++,04-ユ-300273,有料職業紹介事業,宮城県,全行业,recruitment_agency,low,MHLW only proves a paid occupational placement license; headhunter positioning is not confirmed yet.,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,Contact phone sourced from MHLW public occupational placement business detail page.
company-94250005,株式会社オフィス・インテグラル,,,,022-301-9803,,,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300280%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300280%2C1+++++,04-ユ-300280,有料職業紹介事業,宮城県,全行业,recruitment_agency,low,MHLW only proves a paid occupational placement license; headhunter positioning is not confirmed yet.,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,Contact phone sourced from MHLW public occupational placement business detail page.
company-230ef37e,株式会社クロスリード,,,,022-215-6661,,,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300287%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300287%2C1+++++,04-ユ-300287,有料職業紹介事業,宮城県,全行业,recruitment_agency,low,MHLW only proves a paid occupational placement license; headhunter positioning is not confirmed yet.,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,Contact phone sourced from MHLW public occupational placement business detail page.
company-fccc02c3,株式会社ＲｅＭＡＫＥ,,,,022-349-9923,,,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300290%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300290%2C1+++++,04-ユ-300290,有料職業紹介事業,宮城県,全行业,recruitment_agency,low,MHLW only proves a paid occupational placement license; headhunter positioning is not confirmed yet.,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,Contact phone sourced from MHLW public occupational placement business detail page.
company-f0af1aa6,株式会社レインボーフィールド,,,,022-288-5205,,,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300299%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300299%2C1+++++,04-ユ-300299,有料職業紹介事業,宮城県,全行业,recruitment_agency,low,MHLW only proves a paid occupational placement license; headhunter positioning is not confirmed yet.,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,Contact phone sourced from MHLW public occupational placement business detail page.
company-f6cfca5a,株式会社メディカル・ブリエ,,,,022-291-1286,,,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300302%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300302%2C1+++++,04-ユ-300302,有料職業紹介事業,宮城県,全行业,recruitment_agency,low,MHLW only proves a paid occupational placement license; headhunter positioning is not confirmed yet.,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,Contact phone sourced from MHLW public occupational placement business detail page.
company-64be7d39,ＲＴ Ｐａｒｔｎｅｒ合同会社,,,,022-209-4725,,,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300306%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300306%2C1+++++,04-ユ-300306,有料職業紹介事業,宮城県,全行业,recruitment_agency,low,MHLW only proves a paid occupational placement license; headhunter positioning is not confirmed yet.,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,Contact phone sourced from MHLW public occupational placement business detail page.
company-ac72c2a8,ＪＳ合同会社,,,,022-343-8710,,,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300315%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300315%2C1+++++,04-ユ-300315,有料職業紹介事業,宮城県,全行业,recruitment_agency,low,MHLW only proves a paid occupational placement license; headhunter positioning is not confirmed yet.,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,Contact phone sourced from MHLW public occupational placement business detail page.
company-0b3718d4,株式会社ミルフィーユ,,,,022-796-7548,,,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300320%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300320%2C1+++++,04-ユ-300320,有料職業紹介事業,宮城県,全行业,recruitment_agency,low,MHLW only proves a paid occupational placement license; headhunter positioning is not confirmed yet.,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,Contact phone sourced from MHLW public occupational placement business detail page.
